ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,order_date,ship_date,order_id,customer_id,payment_due_date,payment_date,payment_delay_days,payment_status,aging_bucket
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,243.992,7,0.2,30.499,2020-11-14,2020-11-21,128,Consumer_Phoenix,2020-12-14,2021-01-12,29,Late,0–30 Days Late
Second Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Chairs,81.424,2,0.2,-9.1602,2020-12-26,2020-12-30,129,Home Office_Los Angeles,2021-01-25,2021-03-04,38,Late,31–60 Days Late
Second Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Furnishings,238.56,3,0.0,26.2416,2021-08-18,2021-08-25,130,Home Office_Los Angeles,2021-09-17,2021-10-21,34,Late,31–60 Days Late
First Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,59.97,5,0.4,-11.994,2020-09-04,2020-09-09,131,Corporate_Columbus,2020-10-04,2020-10-20,16,Late,0–30 Days Late
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,78.304,2,0.2,29.364,2020-10-04,2020-10-08,132,Corporate_Columbus,2020-11-03,2020-11-24,21,Late,0–30 Days Late
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,21.456,9,0.2,6.9732,2021-10-25,2021-10-27,133,Corporate_Columbus,2021-11-24,2021-12-23,29,Late,0–30 Days Late
Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,20.04,3,0.0,9.6192,2022-05-26,2022-05-30,134,Consumer_Roseville,2022-06-25,2022-06-20,-5,On Time,On Time / Early
Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,35.44,1,0.0,16.6568,2020-05-17,2020-05-20,135,Consumer_Roseville,2020-06-16,2020-07-15,29,Late,0–30 Days Late
Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,11.52,4,0.0,3.456,2021-02-05,2021-02-10,136,Consumer_Roseville,2021-03-07,2021-04-07,31,Late,31–60 Days Late
Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Fasteners,4.02,2,0.0,1.9698,2020-02-02,2020-02-05,137,Consumer_Roseville,2020-03-03,2020-04-13,41,Late,31–60 Days Late
Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Binders,76.176,3,0.2,26.6616,2021-05-20,2021-05-23,138,Consumer_Roseville,2021-06-19,2021-06-27,8,Late,0–30 Days Late
Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Supplies,65.88,6,0.0,18.4464,2021-03-05,2021-03-11,139,Consumer_Roseville,2021-04-04,2021-04-01,-3,On Time,On Time / Early
Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,43.12,14,0.0,20.6976,2020-01-28,2020-02-04,140,Consumer_Roseville,2020-02-27,2020-02-22,-5,On Time,On Time / Early
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,82.8,2,0.2,10.35,2019-07-26,2019-07-28,141,Corporate_Philadelphia,2019-08-25,2019-08-24,-1,On Time,On Time / Early
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,8.82,3,0.0,2.3814,2021-11-04,2021-11-05,142,Corporate_San Francisco,2021-12-04,2021-12-24,20,Late,0–30 Days Late
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Envelopes,10.86,3,0.0,5.1042,2021-06-10,2021-06-13,143,Corporate_San Francisco,2021-07-10,2021-07-18,8,Late,0–30 Days Late
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,143.7,3,0.0,68.976,2021-05-13,2021-05-17,144,Corporate_San Francisco,2021-06-12,2021-07-15,33,Late,31–60 Days Late
Standard Class,Consumer,United States,Independence,Missouri,64055,Central,Office Supplies,Appliances,839.43,3,0.0,218.2518,2021-01-12,2021-01-13,145,Consumer_Independence,2021-02-11,2021-03-04,21,Late,0–30 Days Late
Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,671.93,7,0.0,20.1579,2022-06-18,2022-06-22,146,Consumer_Pasadena,2022-07-18,2022-07-21,3,Late,0–30 Days Late
Standard Class,Home Office,United States,Newark,Ohio,43055,East,Furniture,Furnishings,93.888,4,0.2,12.9096,2020-07-17,2020-07-21,147,Home Office_Newark,2020-08-16,2020-08-25,9,Late,0–30 Days Late
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,384.45,11,0.0,103.8015,2021-10-17,2021-10-18,148,Corporate_Franklin,2021-11-16,2021-11-25,9,Late,0–30 Days Late
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,149.97,3,0.0,5.9988,2019-04-06,2019-04-07,149,Corporate_Franklin,2019-05-06,2019-05-26,20,Late,0–30 Days Late
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Chairs,1951.84,8,0.0,585.552,2020-04-29,2020-05-06,150,Corporate_Franklin,2020-05-29,2020-07-04,36,Late,31–60 Days Late
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,171.55,5,0.0,80.6285,2022-12-01,2022-12-05,151,Corporate_Franklin,2022-12-31,2023-01-07,7,Late,0–30 Days Late
First Class,Home Office,United States,Scottsdale,Arizona,85254,West,Office Supplies,Appliances,157.92,5,0.2,17.766,2019-08-19,2019-08-21,152,Home Office_Scottsdale,2019-09-18,2019-10-14,26,Late,0–30 Days Late
First Class,Home Office,United States,Scottsdale,Arizona,85254,West,Technology,Phones,203.184,2,0.2,15.2388,2021-01-18,2021-01-25,153,Home Office_Scottsdale,2021-02-17,2021-03-22,33,Late,31–60 Days Late
First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,58.38,7,0.0,26.271,2022-04-09,2022-04-14,154,Corporate_San Jose,2022-05-09,2022-06-21,43,Late,31–60 Days Late
First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,105.52,4,0.0,48.5392,2020-06-24,2020-06-30,155,Corporate_San Jose,2020-07-24,2020-08-19,26,Late,0–30 Days Late
First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Storage,80.88,6,0.0,21.0288,2021-11-25,2021-11-30,156,Corporate_San Jose,2021-12-25,2021-12-23,-2,On Time,On Time / Early
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,6.63,3,0.0,1.7901,2020-06-08,2020-06-10,157,Home Office_Seattle,2020-07-08,2020-08-01,24,Late,0–30 Days Late
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,457.568,2,0.2,51.4764,2022-03-29,2022-04-05,158,Consumer_Seattle,2022-04-28,2022-05-29,31,Late,31–60 Days Late
Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Office Supplies,Labels,14.62,2,0.0,6.8714,2022-06-20,2022-06-26,159,Consumer_Edmond,2022-07-20,2022-08-06,17,Late,0–30 Days Late
Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Technology,Phones,944.93,7,0.0,236.2325,2022-01-14,2022-01-21,160,Consumer_Edmond,2022-02-13,2022-03-18,33,Late,31–60 Days Late
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,5.98,1,0.0,2.691,2020-07-31,2020-08-01,161,Consumer_Los Angeles,2020-08-30,2020-10-08,39,Late,31–60 Days Late
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,54.384,2,0.2,1.3596,2020-11-12,2020-11-18,162,Consumer_Philadelphia,2020-12-12,2020-12-21,9,Late,0–30 Days Late
Standard Class,Consumer,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Envelopes,28.4,5,0.0,13.348,2020-07-10,2020-07-14,163,Consumer_Carlsbad,2020-08-09,2020-09-15,37,Late,31–60 Days Late
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,27.68,2,0.2,9.688,2021-10-09,2021-10-14,164,Consumer_Seattle,2021-11-08,2021-12-01,23,Late,0–30 Days Late
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,9.936,3,0.2,2.7324,2020-10-07,2020-10-13,165,Consumer_San Antonio,2020-11-06,2020-12-06,30,Late,0–30 Days Late
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,8159.952,8,0.4,-1359.992,2021-03-06,2021-03-10,166,Consumer_San Antonio,2021-04-05,2021-04-12,7,Late,0–30 Days Late
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,275.928,3,0.2,-58.6347,2021-11-17,2021-11-24,167,Consumer_San Antonio,2021-12-17,2022-01-12,26,Late,0–30 Days Late
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,1740.06,9,0.3,-24.858,2022-09-25,2022-09-27,168,Consumer_San Antonio,2022-10-25,2022-10-26,1,Late,0–30 Days Late
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,32.064,6,0.2,6.8136,2022-09-16,2022-09-22,169,Consumer_San Antonio,2022-10-16,2022-11-01,16,Late,0–30 Days Late
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,177.98,5,0.8,-453.849,2022-10-03,2022-10-07,170,Consumer_San Antonio,2022-11-02,2022-11-24,22,Late,0–30 Days Late
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,143.976,3,0.2,8.9985,2022-06-08,2022-06-15,171,Consumer_San Antonio,2022-07-08,2022-07-04,-4,On Time,On Time / Early
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,20.94,3,0.0,9.8418,2019-07-09,2019-07-16,172,Consumer_Los Angeles,2019-08-08,2019-09-13,36,Late,31–60 Days Late
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,110.96,2,0.0,53.2608,2022-06-02,2022-06-09,173,Consumer_Los Angeles,2022-07-02,2022-08-10,39,Late,31–60 Days Late
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,340.144,7,0.2,21.259,2022-11-09,2022-11-11,174,Consumer_Los Angeles,2022-12-09,2022-12-09,0,On Time,On Time / Early
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,52.448,2,0.8,-131.12,2022-11-01,2022-11-02,175,Corporate_Chicago,2022-12-01,2022-12-23,22,Late,0–30 Days Late
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,20.16,4,0.2,6.552,2022-07-30,2022-08-01,176,Corporate_Chicago,2022-08-29,2022-09-20,22,Late,0–30 Days Late
Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,97.264,4,0.8,-243.16,2020-09-24,2020-09-26,177,Consumer_Houston,2020-10-24,2020-12-01,38,Late,31–60 Days Late
Second Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Chairs,396.802,7,0.3,-11.3372,2020-09-19,2020-09-24,178,Consumer_Newark,2020-10-19,2020-11-26,38,Late,31–60 Days Late
Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Supplies,15.88,5,0.2,-3.7715,2021-08-30,2021-09-06,179,Consumer_Newark,2021-09-29,2021-10-13,14,Late,0–30 Days Late
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,3.28,1,0.0,1.4104,2022-07-06,2022-07-10,180,Home Office_New York City,2022-08-05,2022-08-29,24,Late,0–30 Days Late
Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,24.816,2,0.2,1.8612,2022-10-14,2022-10-20,181,Corporate_Decatur,2022-11-13,2022-11-18,5,Late,0–30 Days Late
Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Technology,Accessories,408.744,7,0.2,76.6395,2020-12-10,2020-12-15,182,Corporate_Decatur,2021-01-09,2021-01-31,22,Late,0–30 Days Late
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,503.96,4,0.0,131.0296,2022-12-05,2022-12-12,183,Home Office_Monroe,2023-01-04,2023-01-23,19,Late,0–30 Days Late
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,149.95,5,0.0,41.986,2020-10-10,2020-10-13,184,Home Office_Monroe,2020-11-09,2020-12-12,33,Late,31–60 Days Late
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Accessories,29.0,2,0.0,7.25,2019-11-14,2019-11-16,185,Home Office_Monroe,2019-12-14,2020-01-10,27,Late,0–30 Days Late
Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,7.16,2,0.0,3.4368,2022-06-02,2022-06-05,186,Consumer_Fairfield,2022-07-02,2022-06-27,-5,On Time,On Time / Early
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Technology,Accessories,176.8,8,0.0,22.984,2022-06-11,2022-06-18,187,Home Office_Los Angeles,2022-07-11,2022-08-01,21,Late,0–30 Days Late
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Storage,37.224,3,0.2,3.7224,2020-11-14,2020-11-19,188,Corporate_Grand Prairie,2020-12-14,2020-12-21,7,Late,0–30 Days Late
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,20.016,3,0.2,6.255,2020-10-25,2020-10-29,189,Corporate_Grand Prairie,2020-11-24,2020-12-29,35,Late,31–60 Days Late
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,899.136,4,0.2,112.392,2022-10-29,2022-11-03,190,Home Office_New York City,2022-11-28,2022-11-25,-3,On Time,On Time / Early
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,71.76,6,0.0,20.0928,2022-06-10,2022-06-14,191,Home Office_New York City,2022-07-10,2022-08-12,33,Late,31–60 Days Late
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,51.84,8,0.0,24.8832,2022-02-10,2022-02-14,192,Home Office_New York City,2022-03-12,2022-03-12,0,On Time,On Time / Early
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,626.352,3,0.2,46.9764,2020-03-17,2020-03-24,193,Home Office_New York City,2020-04-16,2020-04-18,2,Late,0–30 Days Late
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,19.9,5,0.0,6.567,2020-07-17,2020-07-18,194,Home Office_New York City,2020-08-16,2020-09-06,21,Late,0–30 Days Late
Standard Class,Corporate,United States,Redlands,California,92374,West,Office Supplies,Envelopes,14.28,7,0.0,6.7116,2022-07-15,2022-07-22,195,Corporate_Redlands,2022-08-14,2022-08-17,3,Late,0–30 Days Late
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,7.408,2,0.2,1.2038,2022-11-10,2022-11-12,196,Consumer_Hamilton,2022-12-10,2023-01-10,31,Late,31–60 Days Late
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,6.048,3,0.2,1.5876,2022-11-11,2022-11-16,197,Consumer_Hamilton,2022-12-11,2023-01-07,27,Late,0–30 Days Late
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Storage,46.26,3,0.0,12.0276,2022-02-10,2022-02-14,198,Home Office_Westfield,2022-03-12,2022-04-17,36,Late,31–60 Days Late
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.946,2,0.7,-2.2586,2021-08-09,2021-08-16,199,Corporate_Philadelphia,2021-09-08,2021-10-16,38,Late,31–60 Days Late
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,16.056,3,0.2,5.8203,2022-01-09,2022-01-16,200,Corporate_Philadelphia,2022-02-08,2022-02-26,18,Late,0–30 Days Late
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,21.744,3,0.2,6.795,2020-11-29,2020-12-04,201,Consumer_Akron,2020-12-29,2021-01-07,9,Late,0–30 Days Late
First Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Tables,218.75,2,0.5,-161.875,2019-04-23,2019-04-28,202,Consumer_Denver,2019-05-23,2019-06-18,26,Late,0–30 Days Late
First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,2.6,1,0.2,0.2925,2019-01-02,2019-01-06,203,Consumer_Denver,2019-02-01,2019-02-27,26,Late,0–30 Days Late
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,66.284,2,0.8,-178.9668,2020-10-03,2020-10-09,204,Consumer_Dallas,2020-11-02,2020-11-20,18,Late,0–30 Days Late
Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,35.168,7,0.2,9.6712,2019-08-08,2019-08-11,205,Corporate_Franklin,2019-09-07,2019-10-12,35,Late,31–60 Days Late
Standard Class,Consumer,United States,Whittier,California,90604,West,Technology,Phones,444.768,4,0.2,44.4768,2021-05-04,2021-05-06,206,Consumer_Whittier,2021-06-03,2021-07-16,43,Late,31–60 Days Late
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,83.92,4,0.0,5.8744,2022-06-02,2022-06-04,207,Consumer_Saginaw,2022-07-02,2022-08-14,43,Late,31–60 Days Late
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Technology,Phones,131.98,2,0.0,35.6346,2020-01-20,2020-01-26,208,Consumer_Saginaw,2020-02-19,2020-02-25,6,Late,0–30 Days Late
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Binders,15.92,4,0.0,7.4824,2022-11-27,2022-11-28,209,Consumer_Saginaw,2022-12-27,2023-01-29,33,Late,31–60 Days Late
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Fasteners,52.29,9,0.0,16.2099,2022-02-27,2022-03-05,210,Consumer_Saginaw,2022-03-29,2022-03-25,-4,On Time,On Time / Early
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,91.99,1,0.0,3.6796,2021-12-12,2021-12-13,211,Consumer_Saginaw,2022-01-11,2022-01-08,-3,On Time,On Time / Early
Second Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Accessories,20.8,2,0.2,6.5,2020-12-30,2020-12-31,212,Corporate_Dallas,2021-01-29,2021-03-13,43,Late,31–60 Days Late
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Office Supplies,Labels,23.68,2,0.2,8.88,2022-12-10,2022-12-16,213,Corporate_Medina,2023-01-09,2023-02-09,31,Late,31–60 Days Late
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Furniture,Bookcases,452.45,5,0.5,-244.323,2019-09-04,2019-09-06,214,Corporate_Medina,2019-10-04,2019-11-16,43,Late,31–60 Days Late
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Phones,62.982,3,0.4,-14.6958,2021-04-15,2021-04-18,215,Corporate_Medina,2021-05-15,2021-05-26,11,Late,0–30 Days Late
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Machines,1188.0,9,0.7,-950.4,2019-07-22,2019-07-24,216,Corporate_Medina,2019-08-21,2019-10-03,43,Late,31–60 Days Late
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Accessories,89.584,2,0.2,4.4792,2022-04-22,2022-04-29,217,Corporate_Medina,2022-05-22,2022-05-18,-4,On Time,On Time / Early
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,93.06,6,0.0,26.0568,2019-05-03,2019-05-05,218,Consumer_Los Angeles,2019-06-02,2019-05-29,-4,On Time,On Time / Early
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,302.376,3,0.2,22.6782,2020-02-05,2020-02-07,219,Consumer_Los Angeles,2020-03-06,2020-03-28,22,Late,0–30 Days Late
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148,2021-02-05,2021-02-11,220,Consumer_Dublin,2021-03-07,2021-03-24,17,Late,0–30 Days Late
